 ******* Program HYDRUS
 ******* Fertilization optimization                                              
 Date:   0. 0.    Time:   1:**:24
 Units: L = mm   , T = hours, M = M    


    n      depth     THr       THs       hs       Ks        Ks/KsTop     Beta      Ah        AK        ATh
    0.4860462E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4860925E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4861387E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4861988E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4862589E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4863190E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4863947E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4864956E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4865964E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4867285E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4868642E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4870000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4871667E+03   0.7801E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4873656E+03   0.9482E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4875770E+03   0.1123E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4877885E+03   0.1304E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4880000E+03   0.1486E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4882915E+03   0.1635E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4886192E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4888096E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4890000E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4894123E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4897061E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4900000E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4905000E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4910000E+03   0.1593E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4915000E+03   0.1488E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4920000E+03   0.1347E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4925000E+03   0.1198E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4930000E+03   0.1059E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4935000E+03   0.9333E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4940000E+03   0.8469E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4941667E+03   0.1248E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4942222E+03   0.1430E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4942611E+03   0.1427E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4942741E+03   0.1519E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4942909E+03   0.1482E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4943128E+03   0.1423E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4943413E+03   0.1414E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4943783E+03   0.1357E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4944265E+03   0.1299E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4944902E+03   0.1259E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4945752E+03   0.1142E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4946814E+03   0.1062E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.4948407E+03   0.9360E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4950000E+03   0.9209E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4951667E+03   0.8730E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4953750E+03   0.7903E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4956875E+03   0.6565E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4960000E+03   0.6670E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4961111E+03   0.9758E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4962593E+03   0.7819E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4964074E+03   0.7503E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4966049E+03   0.6528E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4968025E+03   0.6502E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4970000E+03   0.6380E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4973333E+03   0.4902E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4976667E+03   0.5175E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4980000E+03   0.5161E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4985000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4986667E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4988333E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4990000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4991667E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4993333E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4993889E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4994653E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4995544E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4996435E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4997623E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4998812E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5000000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5001667E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5003333E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5005556E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5007778E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5010000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5013333E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5020000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5025000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5030000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5040000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5050000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5060000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5070000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5080000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5090000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5090100E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5090170E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5090219E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5090268E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5090317E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5090366E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5090415E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5090479E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5090542E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5090606E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5090689E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5090772E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5090879E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5090987E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5091095E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5091235E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5091375E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5091515E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5091696E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5091878E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5092060E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5092242E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5092479E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5092715E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5092952E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5093259E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5093567E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5093874E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5094182E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5094581E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5094981E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5095381E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5095781E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5096180E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5096562E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5096992E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5097422E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5097851E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5098281E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5098711E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5099141E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5099570E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5100000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5100462E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5100924E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5101386E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5101987E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5102588E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5103189E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5103946E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5104955E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5105964E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5107286E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5108643E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5110000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5111667E+03   0.7859E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5113662E+03   0.9552E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5115774E+03   0.1131E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5117887E+03   0.1314E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5120000E+03   0.1498E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5122929E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5126226E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5128113E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5130000E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5134150E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5137075E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5140000E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5145000E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5150000E+03   0.1590E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5155000E+03   0.1483E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5160000E+03   0.1341E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5165000E+03   0.1192E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5170000E+03   0.1053E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5175000E+03   0.9276E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5180000E+03   0.8418E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5181667E+03   0.1242E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5182222E+03   0.1424E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5182611E+03   0.1439E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5183117E+03   0.1346E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5183346E+03   0.1426E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5183644E+03   0.1362E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5184032E+03   0.1283E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5184536E+03   0.1198E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5184764E+03   0.1316E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5185060E+03   0.1280E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5185445E+03   0.1229E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5185951E+03   0.1191E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5186626E+03   0.1129E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5187469E+03   0.1062E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5188735E+03   0.9598E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5190000E+03   0.9496E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5191429E+03   0.8880E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5193143E+03   0.8231E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5195429E+03   0.7322E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5200000E+03   0.5204E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5205000E+03   0.5230E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5207500E+03   0.7673E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5210000E+03   0.6892E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5212000E+03   0.7229E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5214667E+03   0.5799E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5217333E+03   0.5758E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5220000E+03   0.5625E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5225000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5226667E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5228333E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5230000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5231667E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5233333E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5234444E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5235556E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5236667E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5237222E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5237917E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5238958E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5240000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5241250E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5242500E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5244000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5246000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5250000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5252500E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5256250E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5260000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5265000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5270000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5275000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5280000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5290000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5300000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5310000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5320000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5330000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5330100E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5330170E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5330219E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5330268E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5330317E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5330366E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5330415E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5330479E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5330542E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5330606E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5330689E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5330772E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5330879E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5330987E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5331095E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5331235E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5331375E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5331515E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5331696E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5331878E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5332060E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5332242E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5332479E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5332715E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5332952E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5333259E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5333567E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5333874E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5334182E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5334581E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5334981E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5335381E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5335781E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5336180E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5336562E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5336992E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5337422E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5337851E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5338281E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5338711E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5339141E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5339570E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5340000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5340462E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5340924E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5341386E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5341987E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5342588E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5343189E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5343945E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5344955E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5345964E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5347286E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5348643E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5350000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5351667E+03   0.7869E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5353662E+03   0.9563E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5355775E+03   0.1133E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5357887E+03   0.1315E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5360000E+03   0.1500E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5362930E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5366229E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5368115E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5370000E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5374153E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5377077E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5380000E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5385000E+03   0.1636E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5390000E+03   0.1590E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5395000E+03   0.1482E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5400000E+03   0.1339E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5405000E+03   0.1190E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5410000E+03   0.1051E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5415000E+03   0.9264E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5420000E+03   0.8406E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5421667E+03   0.1240E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5422222E+03   0.1433E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5422611E+03   0.1421E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5422741E+03   0.1501E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5422909E+03   0.1470E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5423128E+03   0.1417E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5423413E+03   0.1390E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5423783E+03   0.1320E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5424265E+03   0.1265E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5424902E+03   0.1193E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5425752E+03   0.1111E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5426814E+03   0.1041E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5428407E+03   0.9247E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5430000E+03   0.9193E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5431667E+03   0.8697E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5433750E+03   0.7862E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5436875E+03   0.6540E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5440000E+03   0.6642E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5441111E+03   0.9702E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5442593E+03   0.7786E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5444074E+03   0.7471E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5446049E+03   0.6501E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5448025E+03   0.6481E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5450000E+03   0.6366E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5453333E+03   0.4887E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5456667E+03   0.5157E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5460000E+03   0.5144E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5465000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5466667E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5468333E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5470000E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5471667E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5473333E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5474444E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5475833E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5477917E+03   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
